"Z","M","Y","x1","x2","x3","x4","x5","x6","x7","R_m","R_y"
1,0,0,"0","0","3","0","0","1","0",1,1
0,0,24612.1252530029,"0","0","1","0","0","1","0",1,1
1,1,17453.6275256104,"1","1","0","0","2","1","2",1,1
0,NA,24159.686510083,"1","0","0","0","0","1","0",0,1
1,1,19387.4161925171,"1","2","1","1","0","1","0",1,1
0,0,0,"1","1","1","0","1","1","0",1,1
0,1,7839.77601906738,"1","0","1","0","1","1","1",1,1
1,NA,26005.6633278076,"0","0","0","0","2","1","5",0,1
0,NA,22786.889441748,"0","0","0","0","0","1","0",0,1
0,1,NA,"0","2","1","0","0","1","2",1,0
1,1,23004.5251322021,"0","2","1","0","0","1","0",1,1
0,0,23139.7292524658,"0","0","0","0","1","1","5",1,1
0,1,13573.8581947998,"0","0","2","0","1","1","1",1,1
1,1,14764.1331679321,"1","2","1","0","0","3","3",1,1
1,NA,26944.1201935547,"0","1","1","0","2","1","5",0,1
1,0,10893.2434644287,"0","1","3","0","0","1","2",1,1
1,NA,NA,"0","0","2","0","1","1","0",0,0
1,0,372.523490208435,"1","0","0","0","0","1","1",1,1
1,NA,5036.34728847656,"0","2","1","1","2","1","5",0,1
0,1,21555.297145459,"0","1","2","0","1","1","0",1,1
0,NA,NA,"0","2","2","0","0","2","3",0,0
1,1,11924.1953128784,"0","0","2","0","0","1","1",1,1
0,0,21288.3981593994,"1","0","2","0","1","1","2",1,1
0,NA,NA,"0","0","1","0","0","1","0",0,0
0,0,26174.288329541,"1","1","2","0","0","1","2",1,1
0,0,10708.4491455322,"1","1","1","1","0","1","0",1,1
1,1,4783.93605021973,"0","2","0","0","0","3","0",1,1
0,0,12391.3038291504,"0","0","0","0","0","1","0",1,1
0,NA,46713.8234729004,"0","1","0","0","0","1","2",0,1
1,1,30215.1143616943,"0","0","3","0","1","1","2",1,1
0,1,19004.2276458252,"0","0","0","0","0","1","2",1,1
0,NA,18586.4839632202,"0","0","3","0","0","1","3",0,1
1,1,21555.297145459,"1","0","1","0","0","1","2",1,1
1,1,5318.45407578735,"1","2","0","1","0","2","3",1,1
1,1,32717.8616501953,"0","2","2","1","0","2","3",1,1
1,NA,0,"0","1","1","1","0","1","1",0,1
1,1,18470.5658833008,"0","0","1","0","1","1","2",1,1
1,0,16931.8048534058,"0","0","1","0","1","1","0",1,1
1,1,41975.4829653809,"1","1","1","0","0","1","3",1,1
0,1,NA,"0","2","1","1","1","2","2",1,0
1,1,23088.8264886475,"1","2","2","1","0","3","2",1,1
0,0,0,"1","0","1","0","0","1","0",1,1
1,1,13933.0168924438,"1","0","1","1","0","1","3",1,1
1,1,37807.9522916748,"0","1","1","0","0","1","2",1,1
1,1,23088.8264886475,"0","0","0","0","0","1","0",1,1
1,1,12386.1959693481,"1","1","1","0","0","3","3",1,1
1,NA,20088.4609729248,"0","1","0","0","0","2","0",0,1
1,0,28268.1071727539,"0","0","1","0","0","1","2",1,1
0,NA,NA,"0","0","1","0","0","1","0",0,0
1,1,19387.4161925171,"1","2","3","0","0","3","5",1,1
0,0,14702.776936853,"1","0","2","0","1","1","0",1,1
0,0,18586.4839632202,"0","0","1","0","0","1","0",1,1
1,NA,7997.6410819519,"0","0","0","0","0","1","0",0,1
1,NA,NA,"0","1","0","0","0","1","5",0,0
1,0,31534.3637235352,"0","1","0","0","0","2","5",1,1
0,0,35861.5642372559,"0","0","1","0","0","1","0",1,1
1,1,19987.9816314331,"1","1","1","0","0","3","3",1,1
0,0,1931.55405563507,"0","0","1","0","0","1","0",1,1
1,0,1891.5692647522,"0","0","2","0","2","1","0",1,1
0,0,17146.5355646851,"0","2","0","0","1","1","0",1,1
1,1,8376.33037807617,"0","2","0","0","0","4","3",1,1
0,NA,25859.4831907471,"1","2","0","0","2","3","5",0,1
1,0,0,"1","2","0","1","0","1","2",1,1
1,0,0,"1","1","1","0","0","1","1",1,1
0,0,0,"0","0","1","0","0","1","5",1,1
1,0,13650.5825829712,"1","2","1","1","0","1","1",1,1
1,0,17068.6360591919,"0","2","0","0","0","1","0",1,1
0,0,NA,"0","0","0","0","0","1","2",1,0
1,0,51621.9801969727,"0","0","1","0","1","1","3",1,1
1,0,5196.70251040649,"0","0","1","0","0","1","0",1,1
0,1,10866.2764412109,"1","2","0","1","0","3","0",1,1
1,0,44330.5468582031,"1","2","1","1","0","1","0",1,1
1,NA,NA,"0","0","1","0","0","1","1",0,0
1,0,16334.4118597778,"0","0","1","0","0","1","4",1,1
0,0,0,"1","0","0","0","0","1","0",1,1
0,1,13658.1496450928,"0","0","2","0","1","1","2",1,1
1,0,46994.4499095703,"0","0","1","0","0","1","0",1,1
1,1,0,"1","1","2","1","0","1","0",1,1
1,0,13933.0168924438,"1","0","1","0","1","1","2",1,1
1,1,40093.5715800293,"0","0","2","0","0","1","3",1,1
1,1,18451.4284352417,"1","2","2","0","0","1","0",1,1
0,1,21549.5713894043,"1","1","2","0","0","3","2",1,1
0,0,0,"0","0","2","0","1","1","0",1,1
1,NA,0,"1","0","0","0","0","1","5",0,1
0,0,21440.3882548096,"0","0","0","0","0","1","2",1,1
0,0,15953.819963269,"0","1","1","1","1","1","3",1,1
0,1,13484.6830114014,"1","2","3","1","0","1","0",1,1
1,1,19387.4161925171,"1","2","1","0","0","3","5",1,1
1,1,0,"1","1","1","1","0","1","0",1,1
0,1,1722.33580856781,"1","2","1","0","0","3","3",1,1
0,1,NA,"1","2","2","1","0","3","0",1,0
1,0,0,"1","0","2","0","0","1","1",1,1
1,1,44638.3954015137,"1","1","2","1","0","1","1",1,1
1,1,30106.3027078125,"1","2","1","1","0","3","2",1,1
1,1,40974.9690082764,"1","1","2","1","0","1","3",1,1
0,0,9487.69417990723,"1","0","0","0","0","1","2",1,1
1,0,9003.28704510498,"0","0","2","0","0","1","5",1,1
1,NA,30785.0995083252,"0","2","0","0","1","3","1",0,1
0,1,31400.8015480225,"0","1","1","0","0","3","3",1,1
1,1,4513.21762329712,"0","1","0","0","0","2","2",1,1
0,1,29247.3080430908,"1","2","0","0","0","3","3",1,1
1,NA,31180.216300708,"0","2","0","0","2","2","2",0,1
1,0,NA,"1","1","1","0","1","1","5",1,0
1,1,26536.7569203369,"0","2","1","0","0","3","0",1,1
0,1,48144.1579505859,"0","1","1","0","0","1","5",1,1
1,1,0,"0","0","1","0","1","1","2",1,1
0,0,41559.8852030273,"0","0","0","0","1","1","2",1,1
0,1,5553.04786078491,"1","2","2","0","1","1","2",1,1
1,1,21013.7476091309,"1","0","1","0","0","1","0",1,1
0,NA,25634.4401748779,"0","0","0","0","0","1","2",0,1
1,1,19094.1705560303,"0","0","1","0","0","1","2",1,1
0,0,18586.4839632202,"0","0","2","0","0","1","0",1,1
1,1,24031.4092668457,"1","2","1","1","0","3","2",1,1
1,NA,15657.7213549072,"0","0","2","0","0","1","2",0,1
1,1,22380.7669141113,"0","1","1","0","0","3","3",1,1
1,0,25012.8935052979,"0","1","1","0","0","1","2",1,1
1,0,10626.9004611694,"0","2","0","0","1","1","4",1,1
1,1,14143.3455572754,"0","0","0","0","0","1","0",1,1
0,0,40030.6947545654,"0","0","0","0","0","1","2",1,1
0,0,23139.7292524658,"0","0","0","0","0","1","2",1,1
1,1,NA,"1","0","2","0","0","1","0",1,0
0,0,67881.1461618164,"0","1","0","0","0","1","2",1,1
0,0,13658.1496450928,"0","0","1","0","0","1","2",1,1
1,NA,3102.43138942566,"0","1","1","0","2","1","5",0,1
1,1,NA,"0","0","1","0","0","1","0",1,0
0,0,NA,"0","0","1","0","2","1","0",1,0
1,1,NA,"0","0","1","0","0","1","3",1,0
0,0,878.593135823822,"0","0","1","0","0","1","0",1,1
1,NA,152497.072474805,"0","0","1","0","0","1","0",0,1
0,0,13748.990300354,"0","0","1","0","0","1","0",1,1
0,1,NA,"0","2","1","0","0","3","4",1,0
1,0,4423.64124072876,"0","0","2","0","1","1","0",1,1
1,NA,19007.2155890259,"0","0","1","0","0","1","2",0,1
0,0,7404.72319264526,"1","1","2","0","0","1","2",1,1
0,0,0,"0","1","1","0","0","1","0",1,1
1,1,166.294482654762,"0","0","0","0","2","1","0",1,1
1,1,445.431649277115,"1","0","0","0","0","1","0",1,1
1,1,NA,"0","2","0","0","0","3","1",1,0
0,1,0,"0","0","1","0","1","1","0",1,1
0,0,4910.8840116394,"1","0","1","0","0","1","0",1,1
0,0,20433.4130098389,"1","2","1","1","0","1","1",1,1
1,NA,0,"1","1","0","1","0","2","5",0,1
0,0,11006.2701861328,"1","0","1","0","0","1","0",1,1
0,NA,7864.63179356689,"1","0","2","1","0","1","0",0,1
0,NA,NA,"1","2","2","0","0","3","2",0,0
1,1,7602.03331589355,"1","2","2","1","0","3","0",1,1
1,1,28316.1346758545,"0","2","0","0","2","4","4",1,1
0,1,0,"0","1","2","0","0","1","3",1,1
0,1,0,"1","0","1","0","1","1","1",1,1
0,0,NA,"0","1","0","0","1","1","0",1,0
1,0,26005.6633278076,"0","0","0","0","0","1","2",1,1
1,1,10876.5466446533,"1","2","0","0","1","1","2",1,1
1,1,1376.38386940155,"1","2","1","0","0","1","1",1,1
0,NA,NA,"0","0","1","0","1","1","0",0,0
0,1,8564.16588574219,"1","2","1","0","1","1","4",1,1
0,0,64631.5319469727,"0","1","0","0","0","1","4",1,1
0,1,45339.0625098633,"1","2","2","0","0","3","2",1,1
0,1,61737.1424490234,"0","1","1","0","0","1","2",1,1
0,1,37412.4243939697,"0","1","0","0","0","3","4",1,1
0,0,0,"1","1","1","0","1","1","5",1,1
1,0,20410.1001185669,"1","0","1","0","0","1","2",1,1
1,0,9889.3199335144,"0","0","1","0","0","1","0",1,1
0,1,29596.5469674316,"0","1","1","0","1","2","3",1,1
1,0,0,"0","0","2","0","1","1","2",1,1
1,1,4924.30715763245,"1","2","2","0","0","3","2",1,1
1,1,NA,"0","0","3","0","0","1","2",1,0
0,NA,0,"1","0","1","1","0","1","0",0,1
1,0,9460.0052458374,"1","1","1","1","0","1","0",1,1
1,0,0,"1","0","1","0","1","1","0",1,1
0,0,0,"1","2","1","0","0","1","2",1,1
0,NA,53817.6441924316,"1","1","3","0","0","1","5",0,1
1,1,22405.599161499,"1","1","0","0","0","1","3",1,1
1,0,NA,"0","0","2","0","2","1","0",1,0
0,1,1009.64510781097,"1","2","1","1","0","3","0",1,1
1,0,6199.16426471558,"1","0","1","0","0","1","3",1,1
0,1,26160.3825681885,"1","2","0","1","1","2","0",1,1
1,1,10213.3767994629,"1","0","1","0","0","1","0",1,1
1,NA,NA,"0","1","2","0","1","1","4",0,0
0,0,11973.202286792,"0","0","1","0","0","1","0",1,1
1,0,NA,"0","2","2","0","0","1","3",1,0
0,0,0,"0","1","1","0","0","1","2",1,1
0,0,39187.3914351562,"0","2","1","0","0","3","3",1,1
0,NA,20357.0254308472,"0","2","1","0","2","3","5",0,1
1,NA,17696.7294572021,"0","0","3","0","1","1","1",0,1
0,0,0,"0","0","1","0","1","1","0",1,1
0,1,0,"1","0","1","0","0","1","0",1,1
1,0,4181.11850948181,"0","0","3","0","1","1","0",1,1
0,0,25009.2430881592,"0","1","2","0","1","1","0",1,1
1,0,NA,"0","0","1","0","1","1","0",1,0
0,1,10387.2105799255,"0","1","2","0","0","3","1",1,1
1,0,21294.1759227539,"1","0","0","0","0","1","1",1,1
1,0,NA,"0","1","1","0","0","1","0",1,0
1,0,0,"1","2","1","0","1","1","0",1,1
0,0,33031.4285199463,"0","1","2","1","2","1","2",1,1
1,1,4251.8475085144,"0","0","0","0","0","1","3",1,1
1,1,16970.745938269,"1","2","1","0","0","3","2",1,1
0,NA,NA,"0","1","1","0","0","1","2",0,0
0,0,0,"0","2","0","0","0","1","2",1,1
1,1,44871.0017646973,"0","1","1","0","0","1","0",1,1
0,0,24490.3043445557,"0","1","0","0","0","1","0",1,1
1,0,12077.0472435425,"1","0","2","0","0","1","2",1,1
0,0,8251.98401991577,"1","2","1","0","1","1","3",1,1
1,1,38055.8562306152,"1","2","1","0","0","3","3",1,1
0,0,4069.01832258911,"0","1","3","0","1","1","4",1,1
1,1,19007.2155890259,"0","0","1","0","0","1","0",1,1
0,NA,0,"0","0","1","0","1","1","0",0,1
1,1,6493.5713975647,"1","1","1","0","0","1","3",1,1
0,NA,NA,"1","1","2","0","0","1","0",0,0
1,0,NA,"1","2","1","1","0","1","0",1,0
1,0,5105.32939945679,"1","0","1","0","1","1","0",1,1
0,0,15055.5895056519,"0","1","0","0","0","1","3",1,1
0,1,23903.119640918,"1","2","1","0","0","3","2",1,1
0,0,26160.3825681885,"0","2","3","0","0","1","3",1,1
0,0,39240.5726140137,"0","2","0","0","0","1","4",1,1
0,0,4920.12180826721,"0","0","0","0","0","1","2",1,1
1,NA,85873.9878483398,"0","2","3","0","2","3","5",0,1
0,0,27909.7223932617,"0","0","0","0","0","1","1",1,1
1,1,55998.6074578125,"0","1","0","0","0","1","1",1,1
0,1,6215.36020466309,"0","2","0","0","0","2","1",1,1
0,1,2405.33096027069,"1","2","0","0","0","3","3",1,1
0,0,21975.9396158936,"0","1","1","0","0","1","5",1,1
0,1,31742.1848935547,"1","2","1","1","0","1","2",1,1
0,1,11692.5808031982,"0","0","1","0","0","1","0",1,1
0,0,0,"0","0","3","0","0","1","0",1,1
1,NA,NA,"0","0","2","0","1","1","2",0,0
1,1,5330.87515255737,"1","2","2","0","0","1","0",1,1
1,NA,NA,"1","0","1","0","1","1","1",0,0
1,1,NA,"0","0","1","0","0","1","1",1,0
1,0,9249.89513549194,"1","1","1","0","0","1","1",1,1
0,1,NA,"1","0","1","0","0","1","0",1,0
1,0,NA,"1","0","1","0","0","1","0",1,0
0,0,NA,"0","0","2","0","0","1","0",1,0
1,0,937.166047661591,"0","0","0","0","0","1","0",1,1
0,NA,NA,"0","0","1","0","0","1","2",0,0
1,1,NA,"0","0","0","0","1","1","5",1,0
1,NA,0,"1","2","1","0","0","1","0",0,1
1,NA,NA,"0","0","0","0","0","1","0",0,0
0,1,13810.6585752319,"1","2","1","1","0","3","0",1,1
1,1,9636.50378128052,"1","1","1","0","0","1","4",1,1
0,0,NA,"0","0","1","1","0","1","0",1,0
1,0,0,"1","1","3","0","1","1","0",1,1
1,0,33094.0874100586,"1","0","1","0","0","1","3",1,1
1,0,0,"1","1","1","0","0","1","0",1,1
0,1,14112.5832394409,"1","1","1","1","0","3","2",1,1
1,1,43686.5429412598,"1","2","0","1","0","2","2",1,1
0,1,5495.66647333374,"1","2","0","1","0","3","1",1,1
1,NA,19574.5780818237,"0","1","0","0","0","1","3",0,1
0,NA,33566.1428111572,"0","2","0","1","2","1","5",0,1
0,1,21110.0502691406,"0","2","3","0","0","3","0",1,1
0,1,NA,"0","2","1","0","1","1","3",1,0
1,NA,NA,"1","1","2","0","0","1","0",0,0
0,NA,11358.5069598267,"1","0","2","0","2","1","5",0,1
0,NA,NA,"0","1","2","0","1","1","3",0,0
0,0,0,"1","0","2","0","0","1","1",1,1
0,0,0,"1","1","1","0","0","1","2",1,1
1,0,23082.6896272705,"1","1","2","0","0","1","2",1,1
1,NA,0,"0","1","1","0","1","1","3",0,1
0,1,21975.9396158936,"0","1","1","0","1","1","0",1,1
1,1,22201.1015055908,"0","0","0","0","0","1","0",1,1
1,NA,841.985104621124,"1","2","1","1","1","1","0",0,1
1,1,19401.6822901611,"0","1","0","0","0","1","4",1,1
1,0,0,"1","2","0","0","1","1","3",1,1
1,NA,30225.2310197754,"1","1","1","1","0","1","3",0,1
1,NA,NA,"0","0","1","0","0","1","2",0,0
1,1,37033.0980084229,"0","1","2","0","1","1","2",1,1
1,NA,NA,"1","2","3","1","0","2","1",0,0
1,1,24005.9975095459,"1","2","3","0","0","3","4",1,1
1,1,23563.5788397217,"1","1","2","0","0","1","3",1,1
1,1,24621.5360977295,"0","2","2","0","0","1","3",1,1
0,0,10734.7029257813,"1","1","1","1","1","1","2",1,1
1,NA,NA,"1","2","2","0","1","1","1",0,0
0,NA,0,"0","1","2","0","0","4","0",0,1
1,0,44318.7634899902,"0","0","2","1","0","2","2",1,1
1,0,33239.0738557617,"0","0","1","0","0","1","2",1,1
1,1,19364.820259021,"1","2","1","1","0","3","3",1,1
1,0,17089.1665599243,"1","0","2","1","0","1","0",1,1
0,1,22726.3455151611,"1","2","1","1","0","1","0",1,1
0,1,46165.379254541,"0","2","2","0","0","3","3",1,1
1,1,10943.5085196899,"1","0","1","1","0","1","1",1,1
1,1,10654.8754353882,"1","1","3","0","0","3","3",1,1
1,1,NA,"1","0","0","0","0","1","1",1,0
0,0,7898.98818729858,"0","0","0","0","1","1","0",1,1
1,0,264.164307574081,"0","1","2","1","1","2","2",1,1
1,1,0,"1","1","1","0","0","1","0",1,1
0,1,0,"0","2","2","0","0","3","3",1,1
1,0,23062.3275311279,"0","1","1","0","0","1","2",1,1
1,1,0,"1","2","3","1","0","1","0",1,1
0,0,11101.3630572876,"1","0","1","0","0","1","0",1,1
0,1,0,"1","2","0","1","0","3","2",1,1
1,1,3287.28576437073,"1","2","2","1","0","3","0",1,1
1,0,NA,"0","0","2","0","0","1","0",1,0
1,1,37845.5510928955,"0","0","2","0","0","1","2",1,1
0,NA,NA,"0","1","2","0","0","1","1",0,0
1,NA,39345.5258215576,"1","0","2","0","2","1","5",0,1
0,1,23467.8854080811,"0","0","1","0","1","1","0",1,1
1,0,0,"1","0","1","0","0","1","0",1,1
0,0,14112.5832394409,"1","2","1","1","0","1","4",1,1
0,NA,10769.0587003784,"0","0","1","0","0","1","0",0,1
1,0,0,"1","2","1","1","0","1","0",1,1
0,0,4920.12180826721,"0","2","2","1","0","1","2",1,1
1,1,11537.9866279907,"1","2","0","0","0","3","2",1,1
1,NA,23192.989680542,"1","0","0","0","0","1","5",0,1
1,1,16476.660492627,"1","1","1","0","0","3","0",1,1
0,0,5419.26651165161,"0","0","1","0","0","1","3",1,1
1,1,16814.4058037109,"0","0","1","0","1","1","0",1,1
0,NA,NA,"0","0","1","0","0","1","2",0,0
0,1,NA,"1","2","1","0","0","3","2",1,0
0,1,33056.4390780762,"0","0","2","0","1","1","5",1,1
1,1,23291.9372832275,"1","2","1","1","0","3","4",1,1
1,NA,NA,"0","0","0","1","0","1","1",0,0
0,0,0,"0","0","1","0","0","1","0",1,1
0,1,27608.3078958984,"0","1","0","0","0","3","5",1,1
0,0,43845.452484082,"0","0","1","0","0","1","2",1,1
0,1,16521.2220806763,"0","1","0","0","0","2","3",1,1
1,1,26331.6029818359,"1","2","0","0","0","2","3",1,1
1,0,34758.1253572998,"0","0","0","0","1","1","1",1,1
1,1,24078.7755342773,"1","1","0","0","0","1","2",1,1
0,1,0,"1","0","3","1","0","1","0",1,1
1,1,37682.4116230225,"0","0","1","0","1","4","0",1,1
1,NA,0,"0","0","2","0","0","1","0",0,1
1,0,NA,"1","1","1","1","0","1","2",1,0
1,0,31556.7466747559,"0","0","0","0","0","1","2",1,1
1,1,23538.085356665,"0","1","1","0","0","3","4",1,1
1,1,2969.54438010864,"1","1","1","1","0","1","2",1,1
1,0,8498.29925967407,"1","1","1","1","0","1","2",1,1
1,1,1652.55145403137,"0","1","0","0","0","1","2",1,1
0,0,NA,"0","1","1","0","0","1","0",1,0
0,0,0,"0","1","1","1","1","1","5",1,1
1,0,24230.3817662842,"1","1","1","0","0","1","3",1,1
0,NA,NA,"0","1","0","0","0","1","2",0,0
1,0,10047.4196483826,"0","1","1","0","0","1","3",1,1
1,1,0,"0","0","1","0","0","1","0",1,1
0,1,16181.4856329712,"1","2","1","1","0","1","3",1,1
1,1,19007.2155890259,"0","0","2","0","0","1","1",1,1
1,0,0,"0","0","2","0","0","1","0",1,1
1,0,2613.81475901184,"0","0","1","0","0","1","5",1,1
0,0,18161.8319776245,"0","0","0","0","0","1","2",1,1
0,0,606.229281518555,"1","0","3","0","0","1","0",1,1
0,1,0,"0","1","1","0","0","1","0",1,1
0,NA,NA,"0","2","1","0","1","1","4",0,0
0,0,NA,"0","0","2","0","0","1","0",1,0
0,0,13658.1496450928,"1","0","1","0","1","1","2",1,1
1,NA,NA,"1","2","1","0","0","3","2",0,0
1,NA,NA,"0","2","1","0","0","1","3",0,0
1,NA,32307.1773394043,"0","2","2","0","2","1","5",0,1
1,1,31678.9588762207,"0","1","0","1","1","2","2",1,1
1,NA,0,"1","2","2","1","2","1","5",0,1
1,0,20615.055934021,"0","2","0","0","0","1","0",1,1
0,0,0,"0","2","1","0","0","1","0",1,1
0,0,36665.5822330078,"0","1","2","1","1","1","4",1,1
1,1,24978.0634736572,"0","2","0","0","0","3","4",1,1
1,1,14941.0644784058,"1","0","0","0","0","1","3",1,1
1,0,9122.14663313599,"1","1","1","0","0","1","4",1,1
0,1,0,"0","2","0","0","0","1","3",1,1
0,0,21975.9396158936,"0","1","3","1","0","1","3",1,1
0,0,0,"0","0","1","0","0","1","0",1,1
1,0,27075.624365918,"0","0","1","0","0","1","0",1,1
0,0,0,"1","0","1","1","0","1","1",1,1
1,NA,22140.5476728516,"0","1","1","0","0","1","3",0,1
0,1,0,"0","2","1","0","1","3","3",1,1
0,0,6712.23547045898,"1","2","1","1","1","1","3",1,1
1,1,13941.610479602,"1","1","1","1","0","1","2",1,1
0,1,NA,"0","0","1","0","0","1","0",1,0
1,1,7800.87951188965,"0","2","0","0","1","3","4",1,1
0,NA,NA,"1","2","1","1","0","1","0",0,0
1,0,3429.82384260864,"0","2","0","0","1","1","0",1,1
1,NA,NA,"1","0","0","1","0","1","1",0,0
0,NA,42053.0233728516,"0","0","0","0","2","1","5",0,1
1,1,38639.3830875,"1","2","2","0","0","3","4",1,1
0,0,51209.9337902344,"0","0","0","0","2","1","5",1,1
1,1,56847.5548075195,"0","2","0","0","0","3","4",1,1
1,1,5364.48858486328,"0","2","1","0","0","3","3",1,1
1,NA,19230.4631147827,"1","2","2","0","0","1","2",0,1
1,1,53369.8316226563,"0","2","1","0","0","1","4",1,1
0,1,0,"0","2","2","0","0","1","2",1,1
1,NA,0,"0","0","3","0","1","1","0",0,1
0,1,NA,"0","1","1","0","1","1","1",1,0
1,1,7740.52999354248,"1","2","1","1","0","1","0",1,1
0,0,14942.0699528687,"1","0","1","1","1","1","0",1,1
1,1,21538.1174007568,"0","0","1","0","1","1","0",1,1
1,NA,30768.7394977295,"0","1","2","0","2","1","2",0,1
0,NA,NA,"0","2","2","0","2","1","5",0,0
1,0,16637.1748321289,"1","0","0","0","0","1","2",1,1
1,NA,19007.2155890259,"0","0","1","0","1","1","2",0,1
0,NA,0,"0","0","1","0","0","1","0",0,1
1,NA,0,"1","0","1","1","0","1","0",0,1
0,NA,52280.1152402344,"0","2","0","0","1","1","4",0,1
1,NA,NA,"0","2","3","1","0","3","4",0,0
1,1,18295.9538507446,"1","2","1","1","0","1","0",1,1
1,1,21224.6099679199,"1","0","1","0","0","1","0",1,1
1,0,45513.7624595215,"1","1","1","1","0","1","0",1,1
1,0,NA,"0","0","2","0","0","1","2",1,0
0,1,10780.3492375122,"1","0","1","0","0","1","0",1,1
1,0,3407.55202603455,"0","2","1","0","0","1","2",1,1
0,0,4860.23664081116,"0","0","1","0","1","1","0",1,1
1,1,0,"1","1","2","0","0","2","1",1,1
0,1,11885.5910371948,"1","2","2","0","0","3","2",1,1
1,0,26005.6633278076,"0","0","0","0","0","1","0",1,1
0,0,0,"0","0","1","0","1","1","1",1,1
0,NA,NA,"0","1","0","0","0","3","0",0,0
1,NA,NA,"0","0","1","0","2","1","1",0,0
0,0,44149.076053418,"1","1","2","0","1","1","3",1,1
1,1,40603.9390253174,"1","2","1","1","0","4","1",1,1
1,1,24896.8280713623,"0","2","1","0","0","1","2",1,1
1,1,28629.2359564453,"0","0","1","0","0","1","2",1,1
1,0,0,"1","1","1","0","0","1","0",1,1
0,0,9687.75264129639,"1","0","1","1","0","1","0",1,1
1,NA,0,"1","2","1","1","0","1","0",0,1
0,1,1959.89927229767,"1","2","2","1","0","2","2",1,1
0,1,13798.5990730225,"0","0","0","0","0","1","1",1,1
1,0,22447.0118313721,"0","1","1","0","1","1","2",1,1
1,NA,NA,"0","1","2","0","1","1","5",0,0
1,NA,0,"1","0","1","0","0","1","0",0,1
0,NA,NA,"0","1","1","0","0","1","0",0,0
0,NA,0,"1","0","1","0","0","1","0",0,1
0,0,NA,"0","0","0","0","0","1","2",1,0
1,0,22165.5681371338,"1","0","1","0","0","1","0",1,1
1,0,2745.96468868103,"0","1","1","0","0","1","0",1,1
0,1,22685.9135543701,"1","2","1","1","0","3","0",1,1
1,0,13933.0168924438,"1","0","2","0","0","1","0",1,1
0,1,0,"0","1","1","0","0","1","4",1,1
1,0,0,"1","2","1","1","0","1","2",1,1
1,0,0,"0","0","2","0","1","1","0",1,1
0,0,24103.9346846924,"0","2","3","0","0","1","0",1,1
1,1,3303.10681836548,"1","1","1","0","0","3","0",1,1
1,0,28766.8274594238,"0","2","0","0","1","1","2",1,1
1,NA,17225.9135634155,"0","2","2","1","1","1","4",0,1
0,0,25396.1130087158,"0","1","0","0","1","1","2",1,1
1,1,24096.83445,"0","2","0","0","1","2","0",1,1
0,0,NA,"0","2","0","0","0","1","4",1,0
1,1,23762.5315268555,"0","2","3","0","0","3","2",1,1
0,1,17860.7233327148,"1","2","0","1","0","3","2",1,1
1,1,0,"1","0","1","0","1","1","1",1,1
1,1,0,"1","2","1","1","2","1","2",1,1
1,1,0,"1","2","2","1","0","1","0",1,1
1,1,22006.7527027588,"1","2","1","0","0","3","2",1,1
1,0,0,"0","1","3","0","2","1","2",1,1
1,0,16061.2360879395,"0","0","1","1","0","1","2",1,1
1,0,231.948590798378,"1","0","1","1","0","1","1",1,1
0,0,15841.688510083,"0","0","2","0","0","1","2",1,1
1,0,0,"0","0","2","0","0","1","2",1,1
0,NA,NA,"1","2","0","1","0","3","2",0,0
1,0,NA,"0","1","3","0","0","1","2",1,0
0,0,8908.63314032593,"0","0","2","0","0","1","5",1,1
1,1,33287.6808687744,"1","2","1","0","0","3","3",1,1
0,1,NA,"0","1","1","0","1","3","0",1,0
1,1,9938.40491837769,"1","1","3","0","0","3","1",1,1
1,0,9195.36238597412,"1","1","2","1","0","1","0",1,1
1,NA,NA,"0","1","1","0","0","1","2",0,0
0,0,66212.1031311035,"0","1","0","0","1","1","3",1,1
1,1,31063.0042296387,"0","1","2","0","0","1","2",1,1
1,1,23182.2786533203,"0","0","0","0","1","1","0",1,1
1,NA,NA,"0","0","2","0","0","1","2",0,0
1,0,3229.37935084534,"0","0","2","0","0","1","0",1,1
1,0,NA,"1","1","1","0","0","1","2",1,0
1,1,24223.9402907227,"1","0","1","0","1","1","0",1,1
0,0,0,"0","0","1","0","0","1","5",1,1
1,0,34081.5425818359,"0","2","1","0","1","1","3",1,1
1,1,13206.1579172974,"0","0","1","0","0","1","0",1,1
0,0,19906.1283328857,"1","0","1","0","1","1","1",1,1
0,0,3527.81859726563,"0","0","1","0","0","1","2",1,1
0,1,29368.1977732178,"1","2","1","1","0","1","0",1,1
1,0,23079.4998462158,"1","0","1","0","0","1","2",1,1
0,0,NA,"1","1","1","0","0","1","4",1,0
1,1,31145.0667956543,"0","2","1","0","1","3","3",1,1
0,0,NA,"0","0","1","0","0","1","2",1,0
1,1,7903.36856403809,"0","0","3","0","1","1","1",1,1
1,1,24916.0534365234,"0","2","1","0","0","3","1",1,1
1,1,21979.7435783936,"1","0","0","0","0","1","2",1,1
0,0,19288.6964313354,"0","0","0","0","0","1","2",1,1
1,1,14993.5447969849,"1","1","1","1","0","1","2",1,1
1,NA,NA,"1","1","2","0","0","1","0",0,0
1,1,18900.3443027344,"1","0","2","0","1","1","1",1,1
0,1,9749.03395709839,"1","2","0","0","0","1","0",1,1
1,1,4449.20406685181,"1","1","1","0","1","1","1",1,1
0,NA,1912.3865795517,"0","0","1","0","1","1","0",0,1
