"Z","M","Y","x1","x2","x3","x4","x5","x6","x7","R_m","R_y"
0,1,21520.3507165283,"0","2","1","1","0","3","3",1,1
1,1,17596.4866250977,"1","1","0","0","0","2","3",1,1
0,NA,29742.5141222168,"0","0","0","0","0","1","3",0,1
0,0,962.132337673187,"1","1","1","0","0","1","1",1,1
0,NA,0,"0","1","0","0","0","1","0",0,1
1,1,17946.4004060669,"0","2","2","0","0","3","3",1,1
0,NA,NA,"0","0","1","0","1","1","5",0,0
1,NA,54518.0289754395,"0","0","2","0","0","1","5",0,1
1,1,27065.6884951172,"0","2","1","0","0","3","0",1,1
0,1,18322.2980246338,"1","2","1","1","0","2","0",1,1
0,0,26292.3820481689,"0","0","1","0","2","1","5",1,1
0,NA,NA,"0","1","3","0","0","1","0",0,0
1,NA,13431.8658836426,"1","1","1","1","0","1","2",0,1
0,0,10967.8764161865,"0","1","0","0","0","1","3",1,1
1,0,0,"1","1","1","0","0","1","0",1,1
1,1,33369.8499259277,"0","0","0","0","0","1","3",1,1
0,0,10241.7969314026,"0","0","0","0","0","2","3",1,1
1,1,0,"1","2","1","0","0","3","5",1,1
1,0,28337.185249585,"1","2","1","1","0","1","0",1,1
1,0,NA,"0","1","1","0","0","1","1",1,0
1,1,24364.6274663086,"1","1","0","0","1","1","4",1,1
0,0,963.468662145996,"1","0","1","0","0","1","0",1,1
1,NA,0,"1","1","0","0","2","1","5",0,1
0,NA,0,"0","1","1","0","1","1","2",0,1
1,0,NA,"0","0","3","0","2","1","2",1,0
0,NA,NA,"0","1","0","0","2","1","3",0,0
1,1,20129.0563852295,"0","1","1","0","0","3","4",1,1
1,1,691.037554353333,"1","0","1","1","0","1","1",1,1
1,1,32612.5468680908,"1","0","2","1","0","1","0",1,1
0,0,2676.30183929443,"1","0","0","0","2","1","0",1,1
1,1,19007.2155890259,"0","0","2","0","1","1","0",1,1
1,0,15434.3537170532,"1","0","3","0","1","1","3",1,1
1,1,734.071350579071,"0","1","0","0","0","3","0",1,1
0,NA,NA,"0","1","0","0","0","3","1",0,0
1,1,8589.37704345703,"1","1","1","0","0","3","0",1,1
1,NA,NA,"0","1","1","0","1","1","0",0,0
0,NA,NA,"0","2","0","0","1","2","3",0,0
0,1,39167.9506111816,"0","1","0","0","0","2","3",1,1
1,0,0,"0","0","1","0","1","1","0",1,1
0,1,11955.3860718018,"0","0","1","0","1","1","5",1,1
1,1,22763.171636499,"1","0","1","0","1","1","2",1,1
0,0,14959.6422288574,"0","1","1","0","0","1","0",1,1
1,NA,NA,"0","1","1","1","2","2","5",0,0
1,1,1547.32319597626,"1","0","0","0","1","1","2",1,1
1,1,21451.3147408447,"0","1","3","1","2","1","4",1,1
0,0,12293.9139689209,"1","2","0","1","0","1","2",1,1
0,0,9407.516259375,"0","0","1","0","0","1","2",1,1
1,1,33245.2676775146,"0","2","1","0","1","2","3",1,1
1,NA,NA,"1","1","3","0","0","3","2",0,0
1,1,20348.7438874878,"1","1","1","0","0","1","2",1,1
0,0,0,"1","2","1","0","0","1","0",1,1
1,0,0,"0","1","1","0","0","1","0",1,1
0,1,16069.6216458984,"0","1","1","0","0","1","2",1,1
1,1,24348.1040041992,"1","1","0","0","0","1","3",1,1
1,1,24348.1040041992,"0","0","0","0","1","1","2",1,1
0,0,0,"0","1","0","0","0","1","0",1,1
1,1,0,"1","1","0","0","0","1","2",1,1
0,NA,23101.3354825195,"0","2","0","0","0","3","0",0,1
1,1,18417.6298817139,"0","2","0","1","1","2","3",1,1
0,NA,NA,"0","0","1","0","0","1","5",0,0
0,0,16629.4480333008,"0","0","1","0","0","1","0",1,1
1,NA,NA,"0","2","0","0","0","1","0",0,0
1,1,47511.4470473145,"1","1","1","0","0","1","2",1,1
0,0,NA,"1","0","1","0","0","1","2",1,0
0,1,NA,"0","1","1","0","0","3","0",1,0
1,0,16927.1254346924,"0","1","1","0","0","1","1",1,1
1,NA,NA,"0","1","1","0","0","1","0",0,0
0,0,23277.4767773437,"1","2","1","0","0","1","3",1,1
1,0,NA,"1","0","1","0","0","1","5",1,0
1,1,3144.24649673767,"0","0","0","0","1","1","2",1,1
0,1,10601.2732450562,"1","0","1","0","0","1","2",1,1
0,1,13658.1496450928,"0","0","1","0","0","1","0",1,1
0,1,14702.776936853,"1","0","1","0","0","1","0",1,1
1,0,14352.5696861206,"1","2","1","1","0","1","1",1,1
1,1,0,"0","1","3","0","2","1","0",1,1
0,0,21202.5464901123,"0","1","0","0","0","1","5",1,1
1,1,NA,"0","1","1","1","1","1","5",1,0
1,1,NA,"1","0","1","0","0","1","0",1,0
1,1,17615.9051602295,"1","2","0","1","0","3","0",1,1
0,1,0,"0","0","0","0","2","1","0",1,1
1,0,9954.8776114563,"0","2","1","1","0","1","3",1,1
0,NA,0,"0","2","1","0","0","3","3",0,1
1,0,NA,"1","2","1","1","1","1","0",1,0
1,0,16358.7809945435,"1","0","1","1","0","1","0",1,1
0,NA,NA,"0","0","0","0","1","1","5",0,0
1,NA,NA,"0","2","1","0","0","2","3",0,0
0,0,13658.1496450928,"0","0","1","0","0","1","0",1,1
1,0,38587.8463299316,"0","2","1","0","0","1","3",1,1
1,NA,NA,"0","2","0","0","0","3","5",0,0
1,1,20160.6693938965,"0","0","1","0","1","1","2",1,1
0,1,3207.1078438385,"1","2","2","0","1","1","0",1,1
0,1,13658.1496450928,"0","0","1","0","0","1","3",1,1
1,0,20401.4148994995,"1","0","0","0","0","1","0",1,1
1,NA,NA,"0","1","0","0","0","1","2",0,0
0,NA,0,"0","0","1","1","2","1","5",0,1
0,NA,18708.1290374634,"0","2","3","0","2","1","5",0,1
1,0,37578.0181130859,"0","2","3","0","0","1","0",1,1
1,NA,NA,"1","0","2","0","1","1","2",0,0
1,0,5240.50318212891,"0","0","2","0","0","1","0",1,1
1,1,19082.8713510132,"1","1","1","1","0","3","3",1,1
0,NA,26081.3537613281,"0","2","0","0","0","2","2",0,1
1,1,NA,"1","2","1","0","0","3","0",1,0
0,0,0,"1","0","1","0","0","1","0",1,1
1,0,17452.205992749,"1","0","0","0","0","1","5",1,1
1,NA,0,"1","1","0","0","0","1","2",0,1
1,NA,NA,"0","1","1","0","0","1","5",0,0
0,NA,47680.5797393555,"1","1","1","0","0","1","0",0,1
0,0,5430.02645050049,"1","0","1","0","0","1","2",1,1
1,0,NA,"1","1","1","0","1","1","1",1,0
1,1,20092.3020834961,"0","1","1","0","0","1","2",1,1
0,NA,NA,"0","1","2","0","0","3","3",0,0
1,0,21548.7788972168,"0","0","3","0","2","1","0",1,1
1,1,5167.0072709198,"1","1","1","1","0","1","2",1,1
0,0,14312.3197508789,"1","1","1","0","1","1","1",1,1
1,0,NA,"1","2","2","1","0","1","0",1,0
1,1,17475.606801123,"0","2","2","0","0","1","0",1,1
1,0,9264.97849070434,"0","0","1","0","0","1","0",1,1
0,0,4475.29656255798,"0","0","1","0","1","1","2",1,1
1,NA,2019.03141739197,"0","1","1","0","0","1","2",0,1
0,1,11406.0193430054,"0","2","0","0","0","2","5",1,1
1,1,17603.4593180786,"1","0","0","0","0","2","1",1,1
0,NA,2672.58981827087,"1","2","1","1","2","1","5",0,1
1,NA,NA,"0","2","2","0","0","3","2",0,0
1,0,28621.8880679443,"0","1","1","0","0","1","0",1,1
1,NA,NA,"0","0","3","0","1","1","0",0,0
1,1,30719.3796171387,"1","0","1","0","0","1","5",1,1
0,0,NA,"0","1","1","1","0","1","2",1,0
1,0,NA,"1","0","1","0","0","1","2",1,0
1,0,15131.0137113281,"1","0","1","1","0","1","1",1,1
1,NA,12595.439910498,"0","0","1","0","2","1","5",0,1
1,1,17716.6940689819,"1","1","0","1","1","1","2",1,1
1,0,20299.5462201416,"0","0","1","0","1","1","1",1,1
0,0,2763.57225533752,"0","0","1","0","1","1","0",1,1
1,1,9821.76802327881,"0","0","3","0","2","1","2",1,1
1,1,0,"0","2","0","1","1","1","3",1,1
0,1,NA,"0","0","0","0","0","1","3",1,0
1,NA,19007.2155890259,"0","0","2","0","1","1","2",0,1
0,0,20890.0222428955,"0","1","1","0","0","1","5",1,1
0,1,0,"1","0","1","1","2","1","0",1,1
0,0,4083.12344525757,"0","0","1","0","0","1","0",1,1
1,0,2437.89325694275,"1","0","1","0","0","1","0",1,1
1,NA,3637.69175728455,"0","2","0","0","0","1","1",0,1
0,1,2375.63556600037,"1","1","2","0","0","3","0",1,1
1,0,38639.0438017822,"1","0","0","0","0","1","2",1,1
1,0,8981.7634526001,"0","2","0","0","0","1","5",1,1
0,0,8181.63238337402,"1","2","1","1","0","1","0",1,1
0,NA,0,"1","2","3","1","1","1","0",0,1
1,0,9885.91035970459,"1","2","0","0","0","1","2",1,1
1,1,NA,"0","2","0","0","0","3","3",1,0
0,1,5122.46394733887,"0","1","1","0","1","3","2",1,1
1,NA,0,"0","0","1","0","1","1","0",0,1
0,0,18906.4266802734,"0","0","0","0","1","1","2",1,1
0,0,23086.3573801758,"1","0","1","1","0","1","0",1,1
1,1,6423.12441430664,"1","1","1","0","0","1","0",1,1
1,1,534.517986871719,"1","0","1","0","0","1","2",1,1
0,1,22732.7498426514,"0","2","2","1","0","1","3",1,1
1,NA,NA,"1","0","0","0","0","1","2",0,0
1,NA,NA,"0","2","0","0","2","1","3",0,0
1,1,38002.6279975342,"0","0","1","0","0","1","0",1,1
0,0,3434.13735281982,"1","0","1","1","0","1","1",1,1
1,1,93583.4509098633,"0","1","0","0","1","1","3",1,1
0,0,15741.2636524292,"1","1","3","0","0","1","2",1,1
0,0,0,"0","2","1","1","0","1","3",1,1
1,0,25867.7176798828,"0","1","1","0","0","1","0",1,1
1,0,0,"1","1","1","1","1","1","2",1,1
0,0,NA,"0","0","1","0","0","1","2",1,0
1,0,NA,"0","1","1","0","2","1","5",1,0
1,0,9458.41221271362,"1","2","1","1","0","1","2",1,1
0,0,14806.8163018433,"1","1","1","1","0","1","0",1,1
0,0,7026.52858500366,"0","0","1","0","2","1","5",1,1
1,0,906.986799762726,"0","0","1","0","0","1","0",1,1
0,0,17068.9406733765,"1","0","1","1","0","1","5",1,1
0,0,25162.0479645996,"0","0","0","0","0","1","0",1,1
0,0,13286.0980901733,"1","0","1","0","0","1","2",1,1
1,0,14254.5817419434,"1","0","1","0","0","1","0",1,1
0,NA,NA,"1","0","0","0","0","1","2",0,0
1,0,10979.590441333,"1","0","1","0","0","1","5",1,1
1,0,35171.637874585,"0","0","0","0","2","1","0",1,1
1,1,15514.3842835693,"1","1","1","0","0","3","2",1,1
1,1,NA,"0","0","1","0","1","1","2",1,0
1,1,NA,"0","2","0","0","1","3","3",1,0
0,0,0,"1","2","1","1","0","1","3",1,1
1,0,3919.79854459534,"0","0","1","0","0","1","0",1,1
1,1,2532.17397838898,"1","2","2","0","0","3","2",1,1
1,0,0,"0","0","1","0","0","1","1",1,1
1,NA,19007.2155890259,"0","0","3","0","2","1","5",0,1
0,1,35727.4423641357,"1","0","0","0","1","2","0",1,1
0,NA,4714.14349215088,"1","2","1","1","2","1","5",0,1
0,0,NA,"0","0","1","0","1","1","2",1,0
1,0,0,"0","0","1","0","0","1","0",1,1
0,1,13658.1496450928,"0","0","0","0","0","1","1",1,1
1,1,31800.4652643311,"1","1","2","0","2","1","5",1,1
0,NA,NA,"0","2","1","1","1","1","0",0,0
0,0,5612.43895889282,"1","0","1","0","0","1","5",1,1
0,0,37386.4826575195,"0","2","3","0","1","1","0",1,1
0,1,20003.3448354492,"1","1","1","0","2","3","2",1,1
0,0,17917.4719646851,"1","1","3","0","0","1","4",1,1
0,1,33621.4488596924,"0","0","3","0","1","1","0",1,1
0,1,3910.95947059936,"1","1","1","1","0","1","4",1,1
0,1,34941.3148795166,"0","2","1","0","0","3","2",1,1
0,0,74997.4634925293,"0","2","2","0","2","1","5",1,1
1,0,2812.15852734375,"0","0","1","0","1","1","0",1,1
0,NA,NA,"1","0","1","0","0","1","2",0,0
0,1,997.766934624481,"1","2","1","0","0","1","0",1,1
1,1,16688.2905782227,"1","1","0","0","0","3","2",1,1
0,0,35201.0839124268,"0","2","0","0","0","1","4",1,1
0,1,5226.39805946045,"0","0","1","0","0","1","2",1,1
1,1,23083.07844375,"0","2","1","0","0","1","0",1,1
1,1,NA,"0","2","1","0","0","1","2",1,0
0,NA,NA,"0","0","0","0","1","1","5",0,0
1,1,22597.2733031982,"1","1","0","0","0","3","5",1,1
0,0,0,"1","0","1","0","0","1","0",1,1
1,1,NA,"0","1","0","0","2","3","0",1,0
0,NA,NA,"0","0","2","0","2","1","0",0,0
1,1,222.715824638557,"0","2","1","0","1","3","4",1,1
1,1,NA,"0","0","0","0","0","1","3",1,0
1,1,14311.1892112427,"1","1","0","0","0","1","0",1,1
1,1,0,"1","1","0","0","0","1","2",1,1
1,0,24939.4393856689,"0","2","1","1","1","1","5",1,1
1,1,25122.3465825439,"0","1","1","0","0","1","5",1,1
0,0,37548.653801001,"0","2","0","0","0","1","4",1,1
0,0,14131.4160733154,"0","0","3","0","0","1","0",1,1
1,1,7763.87384154053,"0","2","0","0","1","3","4",1,1
1,1,NA,"0","1","0","0","0","1","2",1,0
1,0,56274.9148120605,"0","0","2","0","1","1","4",1,1
1,0,12544.2325324951,"1","0","2","0","2","1","0",1,1
1,1,57945.4536717773,"1","2","1","1","0","2","0",1,1
0,1,1670.36875250702,"1","2","1","1","0","3","3",1,1
1,1,19930.7376918457,"0","0","1","0","0","1","2",1,1
1,NA,NA,"0","0","1","0","0","1","0",0,0
0,1,18573.7248390015,"1","2","1","1","0","3","0",1,1
1,0,0,"1","0","2","0","0","1","1",1,1
0,0,0,"0","0","1","0","0","1","5",1,1
1,0,50980.4577711914,"0","0","0","0","0","1","0",1,1
1,0,2280.61002572479,"0","0","1","0","0","1","2",1,1
1,0,NA,"0","0","2","0","0","1","2",1,0
0,NA,NA,"0","0","0","0","1","1","2",0,0
0,0,2813.56241487122,"0","2","1","1","1","1","2",1,1
0,0,NA,"0","1","0","0","0","1","2",1,0
1,1,3954.38928074341,"1","1","0","0","0","3","4",1,1
1,0,33621.523155835,"0","2","0","0","1","1","4",1,1
1,1,16353.8019147217,"0","0","0","0","1","1","1",1,1
1,NA,NA,"1","2","1","1","0","3","2",0,0
1,0,21451.3147408447,"0","1","1","0","0","1","0",1,1
0,1,0,"1","1","0","0","0","3","4",1,1
1,NA,NA,"1","1","1","0","1","3","2",0,0
0,NA,NA,"0","2","1","1","1","1","0",0,0
1,1,34107.3679209961,"0","2","1","0","1","3","2",1,1
0,0,0,"1","0","1","0","1","1","1",1,1
1,NA,2169.10142186737,"0","0","0","0","1","1","0",0,1
0,1,23172.9371516602,"0","2","1","0","0","3","4",1,1
1,NA,11113.7890871338,"0","1","1","0","0","1","0",0,1
0,NA,0,"0","1","1","1","1","1","2",0,1
1,1,32450.4624034424,"0","0","0","0","1","1","3",1,1
1,0,21437.4758460205,"1","0","1","1","1","1","2",1,1
0,0,0,"0","0","1","0","0","1","3",1,1
1,1,22457.4479628662,"0","0","1","0","0","1","2",1,1
1,0,NA,"1","0","1","0","0","1","0",1,0
1,NA,15916.7573325439,"0","1","1","0","0","1","3",0,1
1,1,0,"0","2","0","0","0","1","3",1,1
1,1,13067.5547485107,"1","0","2","0","0","1","3",1,1
0,1,3118.0215062439,"1","1","3","0","0","3","0",1,1
1,NA,41970.3664376953,"1","2","1","1","0","3","1",0,1
0,NA,NA,"0","1","2","0","0","1","2",0,0
1,1,23565.3347052246,"0","1","0","0","1","1","0",1,1
0,1,18359.2628321045,"0","2","0","1","0","2","4",1,1
1,NA,NA,"0","2","0","0","0","3","5",0,0
1,NA,NA,"0","2","2","0","0","1","2",0,0
1,1,0,"1","1","1","0","0","1","0",1,1
1,0,NA,"0","0","1","1","2","1","0",1,0
1,0,0,"0","0","1","0","1","1","5",1,1
0,0,17946.5378539307,"0","0","0","0","2","1","1",1,1
0,NA,NA,"1","1","1","0","0","3","2",0,0
1,1,30897.2470590088,"1","2","1","1","1","3","4",1,1
1,1,17467.0540768433,"1","1","1","0","0","1","2",1,1
1,0,11870.4309093018,"0","2","1","0","0","1","0",1,1
0,NA,40880.5757591309,"0","2","1","0","0","3","5",0,1
1,1,12305.7914455811,"0","0","2","0","0","1","2",1,1
0,0,57718.8256715332,"0","2","2","0","0","1","3",1,1
1,NA,NA,"1","0","1","0","0","1","0",0,0
0,0,NA,"0","0","0","0","0","1","2",1,0
0,NA,NA,"0","1","2","0","0","1","0",0,0
1,1,NA,"0","2","0","0","0","1","3",1,0
0,NA,0,"0","0","0","0","1","1","0",0,1
1,0,0,"1","1","2","0","0","1","2",1,1
1,0,0,"1","0","2","0","0","1","0",1,1
0,0,25021.5787243652,"0","0","3","0","0","1","0",1,1
1,1,8430.22170422974,"0","1","0","0","1","3","4",1,1
0,1,30832.50044729,"1","0","1","0","1","1","0",1,1
0,0,NA,"0","2","2","0","1","1","0",1,0
1,1,23558.4375466553,"1","2","0","0","0","3","3",1,1
0,NA,17568.832362561,"0","0","1","0","0","1","2",0,1
1,0,15638.2532890137,"0","1","3","0","0","1","0",1,1
0,0,21794.1245723145,"0","1","1","0","0","1","2",1,1
1,0,17247.1139677002,"0","1","1","0","0","1","2",1,1
1,NA,NA,"0","0","1","0","2","1","2",0,0
1,0,2088.73543922424,"1","0","3","1","1","1","2",1,1
1,1,9473.47885129394,"1","0","1","1","0","1","0",1,1
1,1,19165.6310625,"0","1","1","0","1","1","0",1,1
0,NA,0,"0","1","1","0","2","1","5",0,1
1,0,0,"1","1","1","1","0","1","5",1,1
0,0,7841.50030870972,"1","0","2","1","0","1","0",1,1
1,0,0,"0","0","1","0","0","1","2",1,1
1,0,20971.9733646973,"1","2","1","1","0","1","0",1,1
1,1,9599.31856192017,"1","1","1","1","0","1","3",1,1
0,0,0,"0","0","1","0","0","1","0",1,1
1,0,626.051995405197,"1","0","1","0","0","1","2",1,1
0,1,5077.02999874878,"0","1","0","0","0","3","2",1,1
0,0,0,"1","1","1","0","1","1","2",1,1
1,0,16985.9060661621,"1","1","1","1","0","1","0",1,1
1,NA,43246.3581087891,"0","1","3","0","0","1","3",0,1
0,0,24427.1278579834,"0","1","0","0","1","1","3",1,1
0,NA,NA,"0","2","1","0","1","3","1",0,0
1,0,38314.0997160645,"1","1","1","0","0","1","0",1,1
1,1,2969.54438010864,"1","0","0","0","2","1","2",1,1
1,0,0,"1","0","2","0","0","1","1",1,1
0,1,37528.1802606445,"1","0","1","1","0","1","1",1,1
1,NA,0,"1","0","1","1","0","1","3",0,1
1,0,0,"1","0","0","0","0","1","1",1,1
1,NA,5772.79418082275,"0","2","0","0","0","3","2",0,1
0,1,25540.4580310547,"1","0","0","0","0","1","2",1,1
1,0,NA,"1","1","0","0","0","1","2",1,0
1,0,0,"1","1","0","1","0","1","0",1,1
0,NA,NA,"1","2","2","0","0","1","5",0,0
1,NA,3913.58955404663,"1","0","1","1","0","1","1",0,1
1,1,19151.9580957275,"1","2","1","1","0","1","2",1,1
1,0,8819.54649316406,"0","0","0","0","1","1","1",1,1
1,0,508.38598264389,"0","0","1","0","0","1","0",1,1
0,1,13658.1496450928,"0","0","3","0","2","1","2",1,1
1,1,NA,"0","0","1","0","0","1","2",1,0
0,1,NA,"1","1","1","0","0","3","1",1,0
1,0,NA,"1","0","0","1","0","1","0",1,0
0,NA,NA,"0","0","1","0","0","1","2",0,0
1,1,0,"0","2","1","0","0","3","0",1,1
0,0,6215.25619006348,"1","1","1","1","0","1","0",1,1
1,0,0,"0","2","1","0","1","1","2",1,1
0,NA,NA,"0","0","0","0","0","1","0",0,0
1,1,7455.83027085571,"0","1","1","0","0","3","3",1,1
1,0,29571.3060912598,"0","0","0","0","1","1","2",1,1
1,0,8439.45609561768,"1","1","0","1","1","1","0",1,1
1,NA,NA,"0","2","0","0","0","1","0",0,0
1,NA,NA,"0","1","1","0","1","1","2",0,0
1,0,4115.78836347656,"1","1","0","0","0","1","0",1,1
0,NA,26436.070787915,"0","1","3","0","2","1","5",0,1
0,1,17046.4574223633,"0","1","1","0","0","1","2",1,1
1,1,20014.7294810303,"1","2","1","1","0","2","0",1,1
1,0,67789.0536165527,"0","0","1","0","2","1","0",1,1
1,1,8760.0817180481,"1","0","3","0","0","1","2",1,1
1,1,0,"0","1","1","0","0","3","0",1,1
1,1,49399.8568686035,"0","1","3","0","0","3","1",1,1
1,1,8466.76488109131,"1","2","2","0","0","3","3",1,1
1,1,16676.9616547485,"0","2","0","0","1","3","2",1,1
0,NA,NA,"1","2","1","1","0","3","0",0,0
1,0,30680.7381933838,"0","2","1","0","1","1","2",1,1
0,1,5790.61163408203,"0","0","1","0","1","1","0",1,1
0,1,12632.44186604,"0","2","1","1","0","1","5",1,1
1,0,0,"0","0","2","0","1","1","5",1,1
0,1,14602.6752674194,"0","2","0","1","0","1","4",1,1
1,NA,30531.2593075928,"1","2","1","0","2","3","5",0,1
1,0,21451.3147408447,"0","1","1","0","0","1","5",1,1
0,0,21618.2829385986,"1","0","0","0","0","1","0",1,1
1,0,15990.2535533203,"0","0","2","0","0","1","3",1,1
1,1,53591.5610305664,"1","2","0","0","0","3","2",1,1
0,1,25930.0892915771,"0","1","0","0","0","2","5",1,1
0,1,15773.6258138672,"1","2","1","1","0","1","0",1,1
0,1,NA,"1","0","1","0","0","1","0",1,0
0,0,12783.8883613403,"1","1","1","0","0","1","2",1,1
1,1,26353.2206827881,"0","1","1","0","0","1","0",1,1
1,1,30254.3773965088,"1","1","1","0","0","1","2",1,1
1,0,0,"1","2","0","1","0","3","0",1,1
1,1,29339.098450708,"1","1","0","0","0","1","2",1,1
0,0,11046.7046234619,"1","1","1","1","0","1","2",1,1
0,NA,8370.403403302,"0","0","1","0","0","1","2",0,1
1,1,19278.2825886841,"1","0","1","0","1","1","0",1,1
1,1,18529.9569814087,"1","0","2","0","0","1","2",1,1
0,0,25270.8224704102,"0","0","1","0","0","1","0",1,1
1,0,NA,"0","0","1","0","0","1","3",1,0
1,0,NA,"0","0","3","1","0","1","2",1,0
0,0,21975.9396158936,"0","1","1","0","0","1","0",1,1
1,1,27508.7906894531,"1","0","3","0","0","1","2",1,1
0,NA,24127.5484753418,"0","2","3","0","0","1","0",0,1
1,1,6635.15012686157,"0","0","1","0","0","1","0",1,1
1,NA,NA,"0","1","0","0","0","1","2",0,0
1,1,4062.33662283325,"1","2","1","1","0","3","0",1,1
1,NA,NA,"1","2","2","0","0","3","4",0,0
0,0,4246.4483459198,"0","2","1","0","0","1","2",1,1
1,1,30972.3480764648,"0","2","2","0","0","4","4",1,1
1,1,20404.3334996338,"1","2","2","1","0","3","2",1,1
1,0,86333.5639740234,"0","1","2","1","0","1","3",1,1
0,1,21618.2829385986,"0","1","0","0","0","1","3",1,1
1,0,NA,"1","0","1","0","0","1","0",1,0
1,0,23839.1308498535,"1","1","0","0","0","1","5",1,1
0,0,1930.20387802734,"1","1","0","0","0","1","1",1,1
1,NA,0,"0","1","3","0","0","2","2",0,1
0,NA,5553.04786078491,"0","0","0","0","2","1","5",0,1
1,0,18243.7670019287,"0","0","2","0","1","1","0",1,1
1,NA,0,"1","1","2","0","2","1","0",0,1
1,1,2200.87788204803,"0","0","1","0","0","1","0",1,1
0,0,15144.6767719482,"0","1","1","0","0","1","0",1,1
0,1,20820.9615018311,"1","0","1","1","0","1","1",1,1
1,1,5575.02280235596,"0","0","1","0","0","1","3",1,1
0,NA,11581.2232681641,"0","0","1","0","0","1","5",0,1
0,1,7328.39009749145,"1","1","1","1","1","1","1",1,1
1,NA,0,"0","1","2","1","0","1","2",0,1
1,0,22717.0139196533,"0","2","1","0","0","1","2",1,1
0,0,35515.7503650879,"0","0","2","0","0","1","3",1,1
0,1,6093.50524381714,"1","1","1","1","1","3","0",1,1
1,1,21451.3147408447,"0","1","3","0","1","4","5",1,1
1,NA,NA,"1","2","1","1","0","1","0",0,0
1,1,36451.1561359131,"0","2","1","1","2","3","2",1,1
0,1,2783.94797243958,"1","2","1","1","0","1","3",1,1
1,NA,0,"1","0","0","0","0","1","3",0,1
1,1,31627.2660967529,"0","2","2","0","0","3","4",1,1
0,NA,NA,"0","1","1","0","0","3","4",0,0
1,0,21677.6727984375,"0","1","1","0","1","1","2",1,1
0,1,31269.3023287353,"0","2","3","0","0","3","0",1,1
0,0,14112.5832394409,"0","1","1","0","0","1","0",1,1
0,NA,NA,"0","0","0","0","1","2","2",0,0
1,1,0,"1","1","1","0","0","3","4",1,1
1,0,25918.7764656006,"0","0","1","0","0","1","0",1,1
1,1,15737.1005919067,"0","2","2","1","0","2","2",1,1
1,0,NA,"1","1","3","0","1","1","4",1,0
1,1,25259.6186121094,"0","2","0","0","0","3","2",1,1
1,1,2161.82829385986,"1","2","2","0","1","3","0",1,1
0,0,21898.9044221924,"0","1","1","0","0","1","3",1,1
1,0,26488.3356476807,"0","0","0","0","0","1","0",1,1
1,0,0,"1","0","1","0","0","1","2",1,1
1,1,3314.01163469238,"1","2","0","1","0","3","5",1,1
1,1,28062.1954135986,"0","2","0","0","0","2","4",1,1
0,1,12828.431375354,"1","1","2","1","0","1","0",1,1
1,NA,NA,"1","0","1","0","1","1","0",0,0
0,1,33230.0741163574,"0","1","1","0","0","3","2",1,1
1,NA,0,"0","2","1","0","0","1","3",0,1
0,NA,NA,"0","0","1","0","1","1","0",0,0
0,NA,0,"1","1","1","1","0","1","2",0,1
1,1,668.147454567718,"1","0","0","0","0","1","0",1,1
0,1,43152.6756260742,"0","1","2","0","0","2","2",1,1
0,0,NA,"1","2","2","0","0","3","0",1,0
0,1,26488.3356476807,"0","2","0","1","0","2","3",1,1
1,0,0,"0","1","0","0","2","1","3",1,1
1,1,12151.3755811157,"1","0","0","0","2","1","3",1,1
1,1,20287.9275417114,"0","0","1","0","0","1","0",1,1
0,1,NA,"1","1","1","1","1","1","1",1,0
1,0,2576.07974819641,"1","0","1","0","0","1","2",1,1
0,1,13658.1496450928,"0","0","3","0","0","1","1",1,1
1,1,19007.2155890259,"0","0","3","0","1","1","2",1,1
0,0,38017.5912406494,"0","1","3","0","1","1","0",1,1
0,1,21618.2829385986,"0","1","1","1","2","1","4",1,1
1,1,470.927763655472,"0","0","1","0","1","1","5",1,1
1,NA,0,"0","0","1","0","0","1","0",0,1
1,1,NA,"0","1","3","0","0","3","4",1,0
1,1,NA,"1","0","1","0","0","1","0",1,0
1,1,14244.9046693726,"1","1","2","0","0","1","2",1,1
0,1,18322.2980246338,"1","2","2","0","0","2","4",1,1
0,1,4788.99252185669,"1","1","2","1","1","2","0",1,1
1,1,2494.4172978653,"1","0","2","1","1","1","0",1,1
0,0,6948.73371324463,"1","2","1","1","0","1","1",1,1
1,1,5785.29450681152,"1","2","0","0","0","2","4",1,1
1,0,32687.2590690674,"0","0","0","0","1","1","2",1,1
1,NA,NA,"1","0","0","0","0","1","0",0,0
1,0,21451.3147408447,"0","1","1","0","0","1","2",1,1
0,NA,NA,"1","2","0","0","1","2","0",0,0
0,1,0,"1","1","1","0","0","1","0",1,1
0,0,16463.1534539062,"0","0","1","0","0","1","1",1,1
1,0,63687.1140540527,"0","0","0","0","2","1","2",1,1
0,NA,NA,"0","1","1","1","1","1","2",0,0
1,1,41990.1093993164,"0","2","1","1","1","3","3",1,1
0,1,0,"1","2","1","1","0","2","0",1,1
1,0,0,"1","1","3","0","0","1","2",1,1
1,NA,3667.82905881958,"1","0","0","0","1","1","0",0,1
0,NA,NA,"0","1","0","0","0","1","5",0,0
1,NA,NA,"0","1","1","0","0","3","1",0,0
1,0,20459.555345874,"1","1","2","0","0","1","2",1,1
1,0,440.953217107773,"0","1","1","0","1","1","2",1,1
0,0,13658.1496450928,"0","0","2","0","0","1","0",1,1
1,1,1928.15887670288,"0","2","1","0","2","1","5",1,1
1,0,1710.1879249054,"1","0","1","0","0","1","1",1,1
